iso,NIR6_NM,NIR6_NS,NIR6_PESC,NIR6_PESC4,NIR6_SC,NIR6_SC4,NIR7_NM,NIR7_NS,NIR7_PESC,NIR7_PESC4,NIR7_SC,NIR7_SC4,NIR5_NM,NIR5_PESC
"KEN",0.0172625456453867,0.00367209398479506,0.0172813863867948,-0.00804102973721297,0.018597539845138,-0.00631710637369847,0.17556500586233,0.183618393668808,0.196602424328382,0.174244248756989,0.178007336379635,0.179263479202097,-0.00293532296688271,-0.00293415065979932
"KGZ",0.112170076000479,0.0023408560236173,0.11126790832911,0.00150883867689301,0.110776850336077,0.00175707258606134,0.0449535567099116,0.0438969100024697,0.0474488717146431,0.0436239703762925,0.0422890404410457,0.0425327739754094,0.00391008533984048,0.002804703312449
"KHM",0.0149316075661377,0.0101266591262485,0.0150921677511211,-0.00611921030251843,0.0163120638988429,-0.00462454808861105,0.236617211924529,0.24679669966416,0.287103348543101,0.231208815804513,0.238919741450666,0.239666471290139,0.000967732619853449,0.00105085736743257
"KWT",0.00880442266267286,0.0101016181526179,0.00815045591618868,0.00429410631769225,0.0070623928467149,0.00323843474493027,0.0390631702039686,0.0417228228811704,0.0656053804190951,0.0359453651237107,0.0360622735345953,0.0371867649411664,0.00872724996950704,0.00807259590377984
"LAO",0.0147952674501427,0.0196274388955765,0.0150949460660451,-0.0043098938440181,0.0159354171005773,-0.00326164035207296,0.9,0.9,0.9,0.9,0.9,0.9,0.00618060073574181,0.0063178420840147
"LBN",0.354173848505516,0.0171305450265785,0.362749341714561,-0.0163191733263402,0.36532248254827,-0.0127312030506222,0.432270026119366,0.45619587091496,0.655440643308415,0.425499579565346,0.436315495137087,0.439242620529998,0.00358023701441167,0.00359273544191072
"LBR",0.0921931561434784,0.0164206176475832,0.0938845621787378,-0.0682874077903224,0.0974053518629212,-0.0637626633055059,0.9,0.9,0.9,0.9,0.9,0.9,-0.0103748899490745,-0.00799656000935442
"LBY",0.0136893474542409,0.0125549074677993,0.0117198477509407,0.00724791708744373,0.0101045430319418,0.00563922093428549,0.157421149843385,0.157177092370421,0.188320317202486,0.15197529689493,0.150863983578599,0.151626923292026,0.0136893474542409,0.0117198477509407
"LCA",0.00174959574697973,0.0225922600286814,-0.000357998770090222,-0.027901806934556,0.00817805285307409,-0.0194652461156501,0.577142054182793,0.649647516645703,0.9,0.59892267164626,0.589861247589413,0.608515884211088,-0.0255339889524651,-0.0284558778229773
"LKA",0.0348564780786546,0.000661506121202184,0.0322053486825856,-0.020618866347045,0.0380181076913362,-0.014562883499808,0.075113866828821,0.0876065355468406,0.116725840535798,0.0677204281634353,0.0807221382175383,0.0813840734061211,-0.010925600576511,-0.0136005205383643
"LSO",0.215600857025051,0.000245938459753632,0.215664507857454,-0.000847589397290127,0.215669038674632,0.00153795926985294,0.036813914816559,0.037283315818247,0.0378076886656426,0.036968416151503,0.036820811347643,0.0369990201063283,1.53023011966628e-05,1.53564291384637e-05
"LTU",0.0285045009848078,0.00283655802207689,0.0381667060594297,-0.0205839073575422,0.0423544717141226,-0.0172274771489276,-0.0012318868251476,0.0336853595562837,0.121206775125039,0.0102881907419346,0.0204947254003519,0.0265033339875871,-0.0242605307279969,-0.0157009979122238
"LUX",0.142984881267184,0.0072548677343926,0.107951640499489,0.0272290998768784,0.1044674137714,0.0223190804597956,0.0455907198277035,0.0151952852077219,0.099632393685114,0.0158696290609458,-0.0067595881955405,-0.0061578571059752,0.0689040080490681,0.0318788649619556
"LVA",0.0712953553616737,0.0162098826727276,0.0704071616284987,0.0105538139077986,0.0694917506251924,0.00798818681820682,0.0907428216085209,0.109292064346156,0.170179554252359,0.0945951422447156,0.0859930604645743,0.0863677961952885,0.0124429318998399,0.0105058980067038
"MAR",0.0752818195246325,0.0247927836356298,0.0770162476307401,-0.00193850097269889,0.0768124546622257,-0.00168256251847556,0.347334286673091,0.380317953949571,0.534933953234736,0.354227836655292,0.346827728331805,0.358258528980017,0.00567613668424784,0.00561413589716014
"MDA",0.260796233715974,0.0334956107471555,0.251937766763903,0.013591811403454,0.245223745964816,0.00881997388966549,0.631691472778069,0.641130151378217,0.786128272471615,0.633270639114918,0.591695698985369,0.608804673043237,0.0470921129636519,0.0315965497018341
"MDG",0.030715603959942,0.00413629303565137,0.030425425071293,0.00123126374198474,0.0295368668292422,0.00063678492355656,0.198783547746907,0.197060707875549,0.215985574762162,0.196063925881969,0.196460991486328,0.196953482510218,0.00647009543236982,0.00599288752741579
"MDV",0.00139741029946434,0.00129820439630043,0.00136813984929869,-0.00111065302772007,0.00163267534714074,-0.000792305251084851,0.00118816847088748,0.00298440964377241,0.0059394359398749,0.000625346220816997,0.0015671654263783,0.00180761353601283,-0.000237340680056154,-0.000267603741234679
"MEX",0.0432313482326677,0.0321113607746589,0.045675514839985,0.00805325557096323,0.0425369614510435,0.00648508773627973,0.333674450067331,0.365431787151642,0.543491050505339,0.340644736505756,0.330501637559097,0.342400063688076,0.0139179786472995,0.0154186537363439
"MKD",0.060933331616573,0.028620859657524,0.0626930838429935,-0.00141283593251457,0.0630765547785985,-0.0008210255628682,0.609680261472959,0.647235753200418,0.9,0.615578815906295,0.610637451082115,0.622422505328984,0.00552227453895797,0.00560928641689794
"MLI",0.0356722866789639,0.00628463101410722,0.0355406818416503,-0.00728585940823701,0.0369585165137712,-0.0055837353512135,0.103960098748286,0.114059694383428,0.122049203647894,0.102023414554533,0.105768788233188,0.10650242486162,-0.00283010672250287,-0.00286415949747876
"MLT",0.0410055264041249,0.0397046945971159,0.0430066372437441,0.00125159308490749,0.0426256914010416,0.000898690081442354,0.118070706700205,0.20061104398501,0.489281301919289,0.160348041942685,0.117272801879589,0.145624818208857,-0.00947372468491227,-0.00954870735585208
"MMR",0.00193926015395511,0.00139797614989849,0.00192787111208155,0.000316262020853895,0.00184557294268239,0.000259414379149423,0.0267779349120621,0.0271186206932427,0.0306259930896765,0.0260387913313078,0.0266020825482656,0.0266080946818821,0.00109985820930608,0.00108739620302212
